508306,-1,1
501326,-1,1
502348,-1,1
900170,-1,1
501348,1,1
501279,1,1
502344,-1,1
508108,1,1
501215,1,1
501141,-1,1
508513,1,1
501310,-1,1
900338,1,1
501054,1,1
900177,-1,1
508431,1,1
900166,1,1
900117,-1,1
501217,-1,1
508104,-1,1
900099,1,1
501307,-1,1
501379,-1,1
508302,1,1
501518,1,1
501188,1,1
501036,-1,1
900129,1,1
501317,1,1
900199,-1,1
508525,1,1
508473,1,1
501030,-1,1
900106,-1,1
900165,-1,1
501229,-1,1
502329,1,1
508076,1,1
900102,-1,1
501094,1,1
501361,-1,1
900094,1,1
508088,-1,1
900197,-1,1
