,y,mu,y_real,mu_real
0,0.9401392470974205,0.01027580883880361,0.12600000000000003,0.0378841052191877
1,1.1029098610456822,-0.00029990617238804775,0.1555,0.037369828051825635
2,0.16883474485377195,0.0015348079331742475,0.0465,0.037458543561462575
3,-1.242924187153605,0.5399471937620498,0.007499999999999998,0.07511918242739918
4,0.3851656646110815,0.049062753885520304,0.0614999999999999,0.039831564110332125
5,1.0567781967026715,-0.011107976355023676,0.14649999999999996,0.036851464248652474
6,-0.17026835087175848,0.005200129639909221,0.029999999999999995,0.03763640716394783
7,-2.265642850418826,-0.01299496235886647,0.0020000000000000005,0.03676170297043886
8,0.39764589691090413,-0.0298850728344502,0.0625,0.03596793832296061
9,-1.1018514918733315,-0.011109326588100444,0.009,0.0368513999416644
10,0.9523246584267125,-0.00892098445223699,0.128,0.03695577063077398
11,0.60776186254972,-0.03210275301401502,0.082,0.03586499758065276
12,-0.18327298687026702,0.007576861513027203,0.029499999999999908,0.03775219170582888
13,-0.23759406752219095,-0.017078421016293605,0.0274999999999999,0.036568206358991925
14,0.30573622988253496,-0.011589581778061043,0.0554999999999999,0.03682853414471845
15,0.13481794276511286,0.0506396762686948,0.0445,0.03991282383705074
16,0.842064148023459,0.21887817204103113,0.1109999999999999,0.04960681165335136
17,1.3783920661643823,0.24983627041575776,0.22199999999999984,0.05163182407366639
18,-0.7599800295890039,0.0007592915081034189,0.013999999999999894,0.03742101868062531
19,2.0775578376737966,-0.0017274339222344602,0.548,0.037300946938840264
20,1.6126629510485517,0.009504958717996798,0.3004999999999999,0.03784638226273523
21,0.25533419795869317,-0.01011987881601885,0.052,0.0368985540601593
22,0.9523246584267125,0.28977352442618615,0.128,0.054366758501343024
23,-0.10833469526021751,0.012326738320006785,0.032499999999999994,0.037984654395768674
24,-3.3382986867006728,-0.015943754858087435,0.0005000000000000001,0.03662187063680877
25,-0.28099372018223284,0.005759415747521155,0.025999999999999905,0.03766362127884929
26,0.07143394440879501,-0.02834206064682427,0.040999999999999905,0.03603973644097036
27,0.2478582206916878,0.0023698690956642046,0.05149999999999999,0.03749899170582584
28,-0.07342241429264924,-0.0067802708159268405,0.033999999999999996,0.03705815574124406
29,-1.1929870141369805,0.004524801348674201,0.007999999999999997,0.037603572796925826
