508277,1,-1
502344,1,-1
900131,1,1
501256,1,1
900093,-1,1
508542,-1,1
502331,1,1
900335,-1,-1
501320,-1,-1
502346,-1,1
900170,-1,1
501101,-1,1
501200,1,1
502333,-1,-1
501518,-1,-1
502345,1,1
501088,-1,1
508533,1,-1
501198,1,-1
508566,1,1
501210,-1,-1
501289,-1,-1
900094,-1,-1
508006,1,-1
900115,-1,1
508016,1,1
508089,-1,-1
501186,1,1
508243,-1,-1
508084,-1,-1
501141,-1,1
508537,1,-1
502341,-1,1
900331,1,1
501326,-1,-1
502358,-1,-1
900167,-1,-1
501394,1,-1
501343,-1,1
508107,-1,1
508438,1,1
501125,-1,1
508058,-1,-1
501282,1,1
